CustomerID,total_purchases,total_quantity,total_revenue,unique_products,days_since_last_purchase,average_transaction_value
16816.0,4,274.0,416.16,28,103,104.04
16996.0,6,526.0,1426.54,13,30,237.76
12734.0,1,88.0,110.4,4,352,110.4
14312.0,6,880.0,1498.4,74,46,249.73
12523.0,11,844.0,1619.25,84,19,147.2
16948.0,3,359.0,281.75,15,138,93.92
14501.0,2,161.0,251.21,9,183,125.6
16168.0,27,1195.0,2699.28,57,10,99.97
12853.0,6,649.0,1726.85,66,134,287.81
14127.0,3,321.0,698.01,39,122,232.67
16938.0,4,1007.0,1868.38,212,8,467.1
12410.0,2,211.0,529.23,26,308,264.62
13137.0,8,2205.0,3636.72,345,10,454.59
14462.0,11,943.0,1901.89,150,66,172.9
13584.0,1,37.0,128.25,24,306,128.25
16998.0,4,55.0,212.05,1,149,53.01
17512.0,10,1419.0,2076.74,61,28,207.67
17255.0,2,217.0,290.71,69,40,145.36
13157.0,4,1223.0,1628.4,69,49,407.1
17612.0,6,1549.0,1868.14,116,53,311.36
12616.0,2,284.0,641.8,25,95,320.9
16509.0,1,64.0,304.5,13,296,304.5
12455.0,6,1295.0,1789.68,85,73,298.28
16378.0,3,267.0,362.95,22,247,120.98
18138.0,1,38.0,142.8,8,295,142.8
14379.0,2,292.0,347.65,39,44,173.82
13425.0,3,955.0,1403.32,66,108,467.77
16115.0,8,1001.0,1639.47,169,9,204.93
16014.0,3,265.0,645.13,123,37,215.04
18087.0,2,28.0,29.64,2,98,14.82
17442.0,6,1475.0,2206.12,96,36,367.69
18114.0,1,55.0,190.4,28,290,190.4
14004.0,7,2321.0,4000.61,102,43,571.52
17830.0,3,92.0,373.25,18,1,124.42
13973.0,1,109.0,254.25,11,287,254.25
16057.0,7,863.0,2187.97,109,16,312.57
16339.0,1,23.0,105.45,17,284,105.45
15092.0,2,135.0,429.61,23,215,214.81
16389.0,4,558.0,1113.57,33,53,278.39
15416.0,4,2033.0,3702.41,165,64,925.6
16678.0,12,2213.0,2958.39,92,2,246.53
17770.0,5,323.0,939.97,33,198,187.99
17738.0,4,982.0,1702.72,89,19,425.68
14570.0,2,95.0,212.71,29,280,106.35
14995.0,2,103.0,227.18,53,38,113.59
14247.0,1,47.0,126.62,19,278,126.62
16225.0,5,493.0,1092.87,109,44,218.57
15026.0,3,252.0,450.91,57,80,150.3
16242.0,7,1955.0,3555.77,184,8,507.97
15764.0,6,1918.0,3012.04,150,88,502.01
15806.0,3,526.0,743.04,24,46,247.68
13908.0,4,1329.0,2164.18,104,79,541.05
16712.0,11,1683.0,3401.17,259,9,309.2
18183.0,2,334.0,590.42,36,227,295.21
14930.0,3,1145.0,2136.46,116,108,712.15
14077.0,5,247.0,454.88,33,40,90.98
16808.0,2,191.0,268.42,21,99,134.21
13956.0,5,480.0,945.51,123,5,189.1
14193.0,2,423.0,824.93,35,67,412.47
15106.0,5,1136.0,1375.34,90,17,275.07
16214.0,3,399.0,931.4,36,170,310.47
16040.0,3,624.0,1232.88,57,65,410.96
13358.0,1,264.0,382.74,29,268,382.74
17716.0,11,2974.0,5338.79,171,22,485.34
13533.0,3,204.0,269.44,61,182,89.81
14693.0,1,34.0,120.4,8,264,120.4
15445.0,1,58.0,98.1,5,264,98.1
14223.0,3,564.0,944.19,50,92,314.73
16619.0,1,133.0,226.21,14,263,226.21
15669.0,4,300.0,593.66,31,40,148.42
14245.0,2,976.0,1659.2,107,219,829.6
16427.0,2,150.0,233.56,8,263,116.78
16135.0,1,209.0,456.2,21,262,456.2
14711.0,11,905.0,2141.79,221,10,194.71
16809.0,5,652.0,912.59,79,23,182.52
16721.0,1,172.0,292.47,37,262,292.47
17733.0,2,433.0,645.78,33,38,322.89
18191.0,1,110.0,173.3,7,261,173.3
15245.0,3,1322.0,1971.66,55,134,657.22
13341.0,1,301.0,723.55,42,260,723.55
17491.0,10,1562.0,2924.27,72,1,292.43
14235.0,5,1410.0,2341.86,65,75,468.37
12408.0,5,1251.0,2410.13,81,32,482.03
14758.0,4,377.0,1227.88,54,144,306.97
12669.0,3,1106.0,1490.59,98,150,496.86
15521.0,8,1707.0,2410.61,116,40,301.33
17616.0,3,81.0,206.55,1,173,68.85
16657.0,4,1097.0,884.59,158,9,221.15
16584.0,2,381.0,780.02,25,80,390.01
15832.0,1,465.0,836.49,54,254,836.49
12619.0,9,1610.0,1648.58,50,16,183.18
13918.0,2,459.0,761.27,30,49,380.64
13626.0,1,209.0,256.33,19,252,256.33
13462.0,1,62.0,150.0,9,252,150.0
17669.0,7,1133.0,1952.42,45,42,278.92
13294.0,2,453.0,853.89,48,189,426.95
16906.0,4,212.0,470.38,74,81,117.59
16170.0,6,1526.0,1752.93,106,50,292.16
17446.0,2,198.0,120.9,6,176,60.45
16333.0,22,1215.0,1295.46,9,7,58.88
12464.0,8,112.0,691.5,6,10,86.44
17291.0,1,27.0,202.5,1,308,202.5
14842.0,4,1157.0,2493.19,128,43,623.3
16667.0,2,237.0,532.93,52,68,266.47
16261.0,4,306.0,712.88,98,17,178.22
12596.0,2,354.0,423.9,25,51,211.95
14273.0,4,264.0,559.97,22,51,139.99
15414.0,3,389.0,742.32,37,9,247.44
17278.0,1,179.0,213.59,15,241,213.59
15212.0,1,36.0,92.0,5,241,92.0
15230.0,2,351.0,429.6,23,239,214.8
16966.0,7,724.0,879.34,8,8,125.62
14834.0,6,689.0,1597.75,43,17,266.29
12457.0,7,675.0,1669.39,53,66,238.48
12769.0,1,356.0,1079.4,32,238,1079.4
16193.0,1,198.0,303.46,19,236,303.46
13474.0,1,132.0,217.99,59,236,217.99
15491.0,6,1594.0,2838.59,108,95,473.1
16226.0,3,150.0,222.78,6,203,74.26
15625.0,4,1032.0,1375.53,44,103,343.88
15436.0,3,613.0,1100.93,243,12,366.98
17115.0,3,342.0,779.49,33,8,259.83
12670.0,5,1274.0,2671.54,58,10,534.31
16185.0,2,260.0,518.26,31,16,259.13
12354.0,1,510.0,992.35,58,232,992.35
16146.0,3,381.0,659.73,26,157,219.91
12622.0,1,69.0,153.85,11,232,153.85
17991.0,2,25.0,82.85,4,225,41.43
16637.0,4,810.0,1021.24,66,32,255.31
15210.0,1,186.0,245.37,20,225,245.37
16370.0,4,647.0,1205.41,143,82,301.35
17501.0,2,160.0,281.85,18,220,140.93
17527.0,4,488.0,869.92,45,53,217.48
17624.0,2,554.0,822.43,49,14,411.22
15552.0,1,60.0,90.12,17,217,90.12
15117.0,5,902.0,1201.51,63,14,240.3
13561.0,1,78.0,122.86,14,215,122.86
13003.0,3,82.0,122.8,4,105,40.93
16756.0,1,106.0,228.9,13,214,228.9
14699.0,1,77.0,109.13,8,214,109.13
16644.0,2,826.0,828.88,62,177,414.44
15187.0,16,1496.0,3869.63,61,1,241.85
13235.0,1,432.0,987.27,53,212,987.27
15489.0,3,548.0,1031.57,47,22,343.86
14364.0,8,1035.0,2120.56,61,108,265.07
16006.0,1,84.0,101.4,8,211,101.4
17932.0,3,789.0,1301.42,84,29,433.81
12590.0,2,1710.0,4649.37,68,211,2324.69
14873.0,1,168.0,474.43,28,210,474.43
16283.0,5,1161.0,1517.23,117,5,303.45
12674.0,4,1031.0,1660.52,52,38,415.13
14489.0,1,290.0,455.91,30,207,455.91
14931.0,5,417.0,873.38,30,4,174.68
13258.0,3,269.0,662.48,28,11,220.83
17047.0,3,533.0,1070.4,59,85,356.8
15599.0,2,697.0,738.74,50,26,369.37
15791.0,2,680.0,1530.9,66,43,765.45
13887.0,1,147.0,338.95,19,204,338.95
16690.0,2,129.0,203.08,10,72,101.54
14837.0,4,1329.0,1634.83,96,89,408.71
12360.0,3,1156.0,2168.21,105,52,722.74
16091.0,2,154.0,315.06,16,154,157.53
13728.0,6,458.0,962.44,38,36,160.41
12493.0,2,198.0,385.32,20,165,192.66
14819.0,2,100.0,239.82,13,64,119.91
14453.0,1,49.0,117.48,22,190,117.48
16529.0,1,198.0,451.65,30,190,451.65
15405.0,1,124.0,262.46,8,189,262.46
15453.0,7,845.0,1349.22,169,1,192.75
15462.0,3,154.0,212.1,9,94,70.7
18248.0,2,466.0,712.67,39,122,356.34
17361.0,3,157.0,468.35,26,49,156.12
13395.0,1,255.0,283.44,21,185,283.44
16872.0,3,137.0,151.89,5,77,50.63
12406.0,2,1688.0,3162.66,92,22,1581.33
17746.0,1,29.0,97.3,6,240,97.3
17029.0,2,54.0,96.66,1,110,48.33
12821.0,1,70.0,90.72,6,214,90.72
14681.0,3,63.0,352.5,6,71,117.5
16139.0,3,330.0,635.41,25,18,211.8
14522.0,4,309.0,683.09,15,24,170.77
18073.0,12,999.0,1600.25,23,114,133.35
13761.0,2,642.0,1064.65,68,50,532.33
15069.0,1,520.0,1065.48,70,179,1065.48
17101.0,4,575.0,1304.06,28,10,326.02
14285.0,4,417.0,1439.36,18,21,359.84
16852.0,2,56.0,108.46,9,10,54.23
15334.0,3,274.0,349.22,67,156,116.41
14808.0,8,1692.0,2068.4,176,39,258.55
15280.0,1,151.0,110.57,16,172,110.57
16526.0,1,106.0,267.66,15,171,267.66
17877.0,1,98.0,218.01,12,170,218.01
16247.0,1,131.0,96.87,16,170,96.87
15253.0,5,824.0,889.08,52,16,177.82
17759.0,3,576.0,770.91,82,17,256.97
18193.0,1,124.0,231.41,16,165,231.41
16671.0,3,150.0,388.74,3,28,129.58
16824.0,2,236.0,447.74,23,15,223.87
13699.0,1,66.0,295.08,14,155,295.08
13486.0,3,660.0,1095.22,69,78,365.07
12635.0,2,1078.0,1548.28,96,89,774.14
14264.0,2,70.0,319.67,15,154,159.84
14690.0,2,170.0,368.55,40,44,184.28
16989.0,6,310.0,462.9,7,7,77.15
16450.0,1,200.0,311.92,11,149,311.92
13079.0,5,62.0,220.1,2,4,44.02
13029.0,3,131.0,544.0,8,30,181.33
17649.0,1,399.0,841.49,52,138,841.49
14100.0,1,64.0,192.2,24,137,192.2
18237.0,5,580.0,936.09,40,2,187.22
15746.0,1,157.0,190.79,28,134,190.79
15776.0,1,129.0,221.76,18,133,221.76
17053.0,1,122.0,463.08,13,130,463.08
15342.0,1,283.0,398.64,24,129,398.64
12378.0,1,2205.0,3795.76,219,129,3795.76
17514.0,1,135.0,207.65,40,128,207.65
14768.0,2,52.0,192.6,4,17,96.3
15254.0,1,217.0,276.0,18,127,276.0
17267.0,2,132.0,281.02,37,127,140.51
13513.0,1,88.0,173.85,10,126,173.85
16950.0,3,526.0,1009.92,39,56,336.64
14024.0,2,150.0,320.95,16,121,160.48
13016.0,3,527.0,746.84,39,73,248.95
16107.0,7,552.0,1706.92,16,17,243.85
15512.0,2,68.0,121.0,7,155,60.5
17031.0,2,232.0,374.11,19,11,187.06
18101.0,2,88.0,208.95,37,11,104.48
16557.0,2,102.0,245.35,11,24,122.68
12981.0,2,242.0,372.22,12,29,186.11
17788.0,2,57.0,292.45,3,73,146.23
16053.0,2,872.0,1243.51,81,32,621.75
17633.0,4,644.0,1318.34,59,31,329.59
12381.0,5,799.0,1496.01,70,4,299.2
14301.0,1,306.0,404.91,13,117,404.91
13159.0,4,1041.0,1399.96,114,8,349.99
12729.0,1,233.0,420.71,26,113,420.71
12418.0,1,386.0,635.99,34,112,635.99
14712.0,3,294.0,889.14,21,29,296.38
15701.0,4,905.0,1458.98,193,2,364.75
16952.0,2,92.0,146.76,16,109,73.38
14687.0,1,237.0,423.84,15,106,423.84
15074.0,1,455.0,748.87,41,105,748.87
14096.0,17,15664.0,46581.19,1119,4,2740.07
13726.0,2,756.0,711.0,39,38,355.5
12436.0,1,211.0,444.01,16,99,444.01
13045.0,1,221.0,305.28,18,99,305.28
12739.0,2,468.0,776.58,38,78,388.29
14335.0,2,358.0,456.44,55,16,228.22
15136.0,4,767.0,1273.65,61,2,318.41
16629.0,2,381.0,393.43,58,73,196.71
13210.0,1,274.0,327.02,22,93,327.02
14452.0,2,119.0,249.39,55,10,124.7
14212.0,1,243.0,304.29,9,89,304.29
14432.0,6,2014.0,2175.36,256,9,362.56
13375.0,1,408.0,716.56,37,88,716.56
17919.0,1,543.0,1059.54,23,88,1059.54
17433.0,1,185.0,298.26,53,88,298.26
12756.0,1,99.0,73.83,4,86,73.83
15933.0,3,795.0,1075.91,63,21,358.64
15417.0,1,284.0,508.8,28,85,508.8
15975.0,1,243.0,371.01,24,84,371.01
15947.0,1,452.0,917.24,29,82,917.24
13774.0,1,192.0,336.65,22,81,336.65
12752.0,1,1303.0,2715.29,53,81,2715.29
15504.0,1,33.0,52.83,13,81,52.83
16215.0,1,104.0,231.9,14,80,231.9
16627.0,1,141.0,292.91,20,79,292.91
14951.0,1,290.0,289.85,20,79,289.85
14780.0,2,310.0,430.88,26,54,215.44
16379.0,4,1377.0,2118.22,87,4,529.56
12657.0,4,499.0,1122.56,35,11,280.64
17480.0,1,338.0,511.82,29,77,511.82
15763.0,2,271.0,917.87,58,31,458.94
13787.0,2,245.0,278.02,24,75,139.01
13536.0,7,1646.0,3072.04,91,1,438.86
12783.0,6,603.0,1349.13,76,2,224.86
18205.0,2,192.0,498.86,30,36,249.43
14473.0,2,79.0,213.9,7,74,106.95
17805.0,1,151.0,288.78,10,73,288.78
16354.0,2,150.0,391.4,38,63,195.7
16119.0,2,231.0,408.51,14,8,204.26
14109.0,1,88.0,144.2,9,72,144.2
17447.0,2,443.0,541.53,33,40,270.77
16361.0,4,421.0,844.31,87,9,211.08
13503.0,1,248.0,207.95,17,71,207.95
17813.0,5,781.0,1576.08,297,14,315.22
13441.0,1,162.0,252.33,13,91,252.33
12871.0,2,158.0,273.24,8,84,136.62
15344.0,3,116.0,450.29,21,0,150.1
16101.0,1,757.0,1284.2,76,70,1284.2
13954.0,2,150.0,382.82,24,1,191.41
16930.0,3,320.0,364.36,47,26,121.45
13635.0,1,677.0,1061.43,62,67,1061.43
15088.0,2,460.0,1050.52,53,21,525.26
16106.0,1,74.0,108.38,6,65,108.38
17647.0,1,30.0,119.61,7,65,119.61
15837.0,1,189.0,375.23,24,64,375.23
16895.0,1,102.0,214.49,57,64,214.49
16432.0,1,103.0,160.44,8,64,160.44
13419.0,1,275.0,221.06,16,63,221.06
17425.0,2,398.0,738.62,42,19,369.31
15886.0,1,89.0,154.39,12,60,154.39
16561.0,2,244.0,509.12,29,5,254.56
14121.0,4,1920.0,2650.13,148,3,662.53
12371.0,2,579.0,1546.76,63,44,773.38
12498.0,3,159.0,372.2,21,21,124.07
13853.0,1,303.0,936.13,23,57,936.13
17986.0,1,10.0,20.8,1,56,20.8
12454.0,1,362.0,1628.11,15,56,1628.11
15994.0,1,168.0,403.92,31,54,403.92
14015.0,1,301.0,830.64,20,52,830.64
13594.0,1,359.0,396.97,26,52,396.97
14861.0,1,93.0,115.23,6,52,115.23
14554.0,4,1333.0,2227.3,147,10,556.83
12572.0,2,443.0,877.52,53,8,438.76
14585.0,1,91.0,156.05,29,50,156.05
17125.0,1,149.0,224.45,34,50,224.45
18005.0,2,93.0,223.77,52,3,111.89
17836.0,1,88.0,110.21,23,47,110.21
15142.0,1,344.0,486.05,26,46,486.05
17081.0,2,78.0,271.76,55,25,135.88
17193.0,7,597.0,1302.7,17,35,186.1
15963.0,2,298.0,464.36,26,19,232.18
14550.0,2,391.0,752.35,38,10,376.17
14102.0,5,796.0,1144.13,35,5,228.83
12630.0,2,548.0,1040.08,60,9,520.04
17878.0,1,312.0,328.14,26,43,328.14
16026.0,1,243.0,236.09,30,43,236.09
16688.0,4,762.0,1210.7,52,1,302.68
18030.0,2,64.0,160.1,8,4,80.05
17590.0,3,774.0,1407.26,162,2,469.09
15444.0,2,764.0,1388.36,191,9,694.18
13607.0,1,290.0,655.56,93,40,655.56
15667.0,1,240.0,301.32,13,39,301.32
17503.0,2,478.0,546.74,36,2,273.37
13868.0,2,470.0,539.73,32,7,269.86
16971.0,1,72.0,198.71,40,38,198.71
17947.0,1,163.0,170.43,9,37,170.43
14528.0,1,257.0,339.75,18,37,339.75
16887.0,1,157.0,192.63,35,35,192.63
13938.0,1,70.0,71.66,7,35,71.66
17549.0,2,123.0,103.83,5,23,51.91
13245.0,1,125.0,364.85,16,50,364.85
15836.0,1,26.0,102.47,10,50,102.47
15526.0,2,24.0,114.14,4,33,57.07
15025.0,1,189.0,372.11,66,33,372.11
17430.0,2,181.0,259.91,14,32,129.95
13673.0,2,119.0,359.77,47,18,179.89
14929.0,1,136.0,217.88,11,32,217.88
18216.0,1,200.0,443.35,26,31,443.35
14836.0,3,45.0,102.45,5,10,34.15
12532.0,1,153.0,327.33,16,30,327.33
17038.0,1,28.0,110.75,22,30,110.75
17500.0,3,17.0,127.5,3,17,42.5
18014.0,1,68.0,165.52,29,28,165.52
13170.0,1,138.0,114.3,29,26,114.3
15863.0,2,19.0,64.94,18,25,32.47
15758.0,1,47.0,205.25,9,24,205.25
18006.0,1,146.0,346.93,21,23,346.93
17237.0,2,105.0,314.24,18,11,157.12
17397.0,2,254.0,674.86,88,22,337.43
15621.0,4,308.0,743.9,11,4,185.98
18034.0,2,477.0,389.7,99,21,194.85
17904.0,1,63.0,169.72,33,21,169.72
17301.0,1,149.0,188.93,59,21,188.93
14793.0,1,91.0,228.99,14,21,228.99
17650.0,1,150.0,166.08,8,21,166.08
14052.0,1,89.0,218.66,56,19,218.66
16956.0,1,114.0,270.04,16,17,270.04
17297.0,1,67.0,125.43,49,17,125.43
15634.0,1,99.0,242.65,15,17,242.65
16811.0,2,342.0,502.72,26,4,251.36
14946.0,1,22.0,100.9,3,14,100.9
17885.0,1,167.0,188.44,50,12,188.44
14893.0,2,736.0,1176.9,72,9,588.45
17379.0,1,497.0,385.9,71,11,385.9
12966.0,1,75.0,155.18,10,9,155.18
15060.0,4,263.0,292.59,81,8,73.15
13040.0,2,355.0,676.99,38,8,338.5
16759.0,3,579.0,744.77,40,7,248.26
14804.0,1,121.0,322.32,12,8,322.32
17386.0,6,606.0,898.28,23,7,149.71
12587.0,1,51.0,111.5,4,7,111.5
13017.0,1,27.0,114.75,1,7,114.75
15773.0,1,173.0,230.86,10,5,230.86
15992.0,1,17.0,34.54,3,3,34.54
12650.0,1,254.0,272.44,20,3,272.44
15471.0,1,261.0,454.98,67,2,454.98
12713.0,1,508.0,790.35,38,0,790.35
17526.0,4,259.0,932.35,17,4,233.09
17850.0,34,1733.0,4904.66,21,372,144.25
17511.0,31,22361.0,40872.3,453,2,1318.46
17924.0,7,678.0,1932.87,26,11,276.12
15862.0,4,474.0,768.68,142,8,192.17
16583.0,1,111.0,233.45,14,373,233.45
15485.0,3,1160.0,2206.68,59,30,735.56
14911.0,201,62490.0,113703.1,1787,1,565.69
16456.0,5,1076.0,2005.34,80,99,401.07
13093.0,8,2682.0,5688.5,97,275,711.06
13418.0,18,3612.0,5456.97,223,11,303.17
16546.0,2,497.0,716.45,25,290,358.22
15827.0,14,882.0,1748.24,72,73,124.87
16510.0,1,92.0,231.05,13,372,231.05
17802.0,3,725.0,1257.66,102,82,419.22
14449.0,4,757.0,896.35,201,18,224.09
17581.0,25,5643.0,10057.54,229,0,402.3
14829.0,4,426.0,684.58,39,29,171.14
17412.0,7,699.0,1242.37,48,2,177.48
18168.0,6,564.0,1096.9,97,176,182.82
17967.0,1,80.0,117.72,41,371,117.72
17954.0,12,1691.0,2182.95,326,5,181.91
17819.0,7,783.0,2530.15,36,71,361.45
14396.0,2,225.0,481.09,71,65,240.54
15332.0,4,592.0,1549.01,29,366,387.25
18118.0,26,2678.0,5295.25,424,10,203.66
15880.0,1,211.0,328.93,95,369,328.93
15808.0,4,1322.0,3613.77,142,306,903.44
15987.0,7,590.0,1000.69,110,12,142.96
16858.0,1,91.0,372.54,9,368,372.54
14708.0,3,412.0,858.12,25,2,286.04
13155.0,4,497.0,940.56,67,33,235.14
17019.0,4,827.0,1242.31,166,11,310.58
16817.0,9,795.0,1472.44,73,2,163.6
17191.0,7,1101.0,1982.98,163,28,283.28
13495.0,5,801.0,1977.97,34,7,395.59
14907.0,7,1640.0,3330.41,125,3,475.77
17735.0,19,8123.0,12832.78,319,2,675.41
16086.0,5,500.0,1079.51,24,59,215.9
13173.0,2,272.0,351.55,41,4,175.78
12839.0,14,3725.0,5485.77,95,2,391.84
15628.0,9,1822.0,2823.35,85,4,313.71
13599.0,21,2970.0,4613.73,171,1,219.7
12441.0,1,121.0,163.05,11,366,163.05
17706.0,17,3782.0,9406.0,270,4,553.29
16081.0,5,1450.0,2691.28,175,56,538.26
16558.0,20,4869.0,7589.88,264,0,379.49
17722.0,4,1394.0,1968.86,111,96,492.22
17324.0,4,558.0,640.77,43,17,160.19
15032.0,3,816.0,1406.95,29,256,468.98
13649.0,2,139.0,341.35,23,256,170.68
13140.0,3,186.0,409.92,40,108,136.64
15347.0,1,61.0,115.35,5,366,115.35
16700.0,13,3899.0,5004.52,159,8,384.96
16011.0,16,1994.0,3326.21,99,8,207.89
12942.0,3,203.0,625.0,68,131,208.33
